A,B,C,D
313,124,1308,290
1268,1628,1831,1280
1947,1991,990,1607
1694,847,847,1270
252,1969,1686,138
823,1776,1171,1146
1387,1659,1824,1409
762,381,381,442
303,1374,1154,1342
1835,1275,788,1577
23,1440,404,43
244,1379,1343,959
1062,312,1308,73
1111,1022,1664,864
1459,100,1241,171
1843,897,963,830
220,110,110,468
522,1241,1358,1569
867,1734,867,544
927,352,1116,1320
10,169,1874,315
277,277,554,357
1673,1831,25,1243
950,1931,402,363
1838,1807,1029,1746
1217,1709,552,133
780,1560,780,1607
141,282,141,253
65,65,130,1010
534,534,534,825
939,339,102,1202
1465,1465,1465,770
1713,1772,1824,154
288,144,144,160
454,87,481,1472
396,1119,818,635
1038,47,762,844
82,82,82,482
269,538,269,509
126,183,571,156
1581,1181,1454,643
1619,1809,57,1424
679,374,1553,1446
651,1165,1378,457
657,657,1314,1679
344,344,688,10
726,363,363,1047
757,757,1514,1018
1223,703,1707,1059
882,839,1295,936
755,1594,1673,1281
226,673,907,1492
1511,234,1346,1585
1518,614,454,1812
854,427,427,1127
311,1421,161,903
126,1337,31,801
423,423,846,508
348,1428,1149,1181
1589,1063,608,665
1579,1376,32,1442
740,740,1480,910
669,669,669,869
855,517,214,640
857,857,1714,1333
873,1746,873,463
1385,1385,1385,1121
1639,864,1132,1306
237,237,474,127
54,1144,603,1903
847,847,1694,1080
50,1017,1022,1807
1965,894,662,394
270,270,540,1100
1281,1281,1281,75
1469,1703,1684,118
1186,593,593,1443
1814,760,1416,1474
116,1640,793,1540
1955,1955,1955,206
175,1576,1490,457
457,1497,307,806
359,472,1422,1130
1262,1262,1262,172
1178,586,619,1853
96,96,96,218
83,144,205,1435
67,67,134,743
1698,540,1839,833
1160,1451,1043,1764
1258,1425,1891,1885
441,1922,1967,82
170,85,85,1364
1373,1653,1710,1382
1472,736,736,1127
1497,885,582,690
1939,194,1584,819
1873,1315,1607,979
1149,1227,673,386
1841,695,1193,859
391,541,1575,1371
394,819,609,1357
1694,896,1147,1816
168,1249,596,1337
1904,952,952,287
151,1924,412,635
974,974,1948,1521
262,262,524,1624
1685,604,840,284
293,1719,611,1866
1676,352,129,1468
1438,590,1451,594
1568,1700,726,621
305,305,305,467
971,1901,1412,1134
922,1844,922,1161
1478,1893,1973,1134
1506,1830,1313,1279
1404,1688,565,418
198,59,885,407
542,542,1084,309
606,303,303,269
676,338,338,710
1490,578,831,25
879,1278,1470,827
1353,1833,1881,1893
1144,38,155,1802
6,3,3,38
592,504,302,1806
328,656,328,801
215,872,1080,1328
528,528,1056,377
1041,736,439,292
970,954,1663,1162
83,83,166,407
1502,107,1898,1874
880,1760,880,921
427,854,427,1184
538,269,269,1125
1224,1224,1224,1893
1164,528,289,1025
867,1734,867,1177
224,618,1864,753
733,1466,733,640
901,901,1802,1000
131,1000,579,1123
1983,1510,826,1086
612,612,612,546
894,894,894,590
1334,1070,1009,1392
1004,72,78,1534
1063,1688,365,1238
476,238,238,1140
162,81,81,1177
970,1738,853,1402
1916,814,317,230
1127,1127,1127,418
771,1324,421,1699
1926,1257,1033,444
332,1658,1228,1213
6,1572,339,106
386,193,193,1313
1115,1683,1027,537
220,365,965,458
377,377,754,517
278,1906,1019,111
398,1231,71,1168
1004,502,502,1514
845,845,845,200
953,953,1906,1905
451,245,1491,625
1343,768,505,919
301,301,301,1067
1105,1157,515,1369
726,1305,1848,1498
656,656,1312,1844
1079,55,1976,1028
292,292,292,1295
489,489,978,418
344,344,688,989
1525,1989,988,555
1821,1821,1821,108
321,642,321,1268
563,1126,563,1089
101,367,534,163
1566,1566,1566,1177
538,717,1710,1260
1823,693,608,1609
1833,666,1613,1460
1158,336,255,1302
1177,1462,1445,106
1459,1170,477,875
1776,1730,1113,1501
1266,643,568,750
1249,1720,638,1779
524,114,324,41
1954,1397,870,718
992,1984,992,297
1464,1378,198,1664
1433,812,1177,793
632,316,316,1502
1520,1036,794,544
533,533,1066,1121
1226,1193,259,108
78,156,78,895
1155,1530,439,712
1372,1307,657,850
833,1071,1182,1237
837,742,1746,314
1830,915,915,1413
1677,548,134,1443
1022,511,511,171
710,355,355,1567
581,581,581,1893
1396,44,56,367
1896,737,1159,1523
456,456,912,1180
499,1021,1837,1612
452,1062,758,339
368,490,503,1534
88,1594,595,1060
585,924,1038,4
862,431,431,1648
770,770,1540,1466
946,215,677,113
260,130,130,1100
567,1134,567,552
1852,942,564,647
1224,1912,1882,964
165,63,825,1668
404,808,404,761
1909,1812,388,358
380,157,1520,1095
948,930,1618,935
391,391,782,1494
1339,884,587,996
1896,788,267,433
1382,1382,1382,644
1483,36,1755,1060
1433,1749,1195,378
1481,1945,1385,1708
1609,1147,705,301
1844,1891,31,635
1923,787,508,444
556,796,1510,1995
777,848,1206,1188
1245,1086,781,1690
560,1120,560,827
524,661,187,1540
1512,1970,155,103
711,711,1422,288
187,187,374,111
928,1856,928,960
842,1684,842,228
965,965,1930,1452
764,764,1528,1465
1531,1531,1531,1817
1033,393,333,1932
1679,1739,573,1823
1808,912,78,924
404,808,404,951
1853,277,35,1108
1636,818,818,876
1887,1015,1912,1432
503,503,1006,1829
903,903,903,1362
200,200,200,1392
799,799,1598,834
929,929,1858,1921
1142,1142,1142,1570
1874,1862,940,263
1971,1979,54,1314
1673,1673,1673,1684
361,361,361,58
1696,848,848,1109
640,1738,727,1517
51,102,51,1551
156,702,243,1062
973,1969,140,1579
525,1225,438,1365
606,1622,200,1629
1820,1910,514,1381
1630,1858,1592,1851
52,104,52,1559
890,445,445,250
1837,1837,1837,1376
1083,1083,1083,1845
828,1205,1337,33
855,498,238,491
1822,1742,1420,1687
239,1806,1218,1420
280,1528,279,448
1044,169,300,755
34,34,34,1581
269,860,1406,1076
944,1888,944,549
728,142,1242,537
946,576,36,899
420,420,840,1344
499,499,998,424
560,280,280,199
1890,863,1550,1334
593,1893,1196,517
563,410,1790,985
431,1622,305,1467
1653,1340,1938,1169
1334,363,22,1664
1770,885,885,147
759,1399,1449,1456
1330,1330,1330,1207
291,582,291,91
667,1491,1964,31
939,950,1343,1126
1405,679,1079,1131
144,288,144,1881
23,23,46,822
457,365,3,720
1253,1084,23,1795
313,1205,360,1375
997,1994,997,1489
636,318,318,1349
148,972,220,191
1386,1051,1854,1317
925,527,1958,1398
316,323,1562,1053
50,50,100,1057
1340,670,670,1265
1606,165,88,526
643,941,1292,1044
333,333,333,1749
444,1877,1350,1228
102,1650,1044,1849
1758,1255,95,506
630,1260,630,724
1930,1299,1726,686
1514,1497,509,661
1386,1597,1670,752
1012,1596,1601,1356
105,1504,996,521
1809,656,1740,1482
1507,698,24,1682
639,1823,531,833
272,544,272,1927
632,954,576,465
586,586,586,892
1407,1614,1410,1134
655,362,544,1839
999,228,926,1261
28,14,14,222
1012,1582,755,297
1268,634,634,964
782,782,1564,888
898,898,1796,1557
622,1350,421,747
272,1706,1872,1941
731,1656,266,205
1780,218,1789,1873
1424,1026,773,439
767,1634,59,1655
1987,1987,1987,1634
1133,1133,1133,1109
134,134,268,602
1315,917,1575,1936
1993,1993,1993,1481
673,673,673,1568
182,91,91,618
1176,1176,1176,1753
422,1690,1832,1743
635,1207,533,989
536,1442,678,1101
438,219,219,1324
710,710,710,1251
1414,267,382,291
462,924,462,889
1377,1149,422,398
1694,847,847,1692
613,303,1513,1675
382,382,764,479
1022,1280,640,1843
181,1381,1167,244
1800,1384,1278,1678
738,1373,129,1561
1559,1559,1559,398
1654,739,1260,615
86,1502,196,686
995,1663,612,682
751,751,1502,563
1395,1722,1638,368
1277,546,1129,195
1901,1901,1901,1026
447,482,1279,59
538,269,269,1676
156,156,156,1803
488,976,488,1963
679,679,1358,1007
60,966,1026,1857
648,1231,1156,917
381,1257,419,689
16,8,8,755
985,1711,138,13
631,631,631,615
952,476,476,1021
1138,1257,1060,1471
903,903,903,1552
758,379,379,309
1682,841,841,1235
1180,909,817,1035
286,1025,815,743
190,95,95,357
950,1900,950,1230
430,675,179,1561
1530,341,904,1358
975,1106,242,566
1353,1678,1696,1221
764,97,1539,1928
956,815,758,1678
397,1494,1609,391
802,297,112,188
771,1542,771,676
1300,1598,1364,161
914,459,1472,470
563,526,1250,1466
496,1746,1933,1207
1242,1412,597,109
934,467,467,965
265,530,265,1257
21,42,21,912
711,1503,209,27
1949,10,214,584
1684,842,842,854
574,1625,559,572
1086,689,1048,421
1689,630,1647,420
1972,986,986,546
1564,1832,1427,1896
1631,1084,1095,1037
77,227,1005,1650
1099,1099,1099,1296
480,1099,1094,139
1818,656,624,1575
864,332,891,1921
176,176,352,1940
1698,1204,1395,964
1271,1249,1089,1284
426,426,852,175
1370,1882,720,204
1866,1655,1581,264
698,349,349,419
1827,1982,956,116
24,24,48,1063
408,1719,1725,782
1902,951,951,803
866,866,866,1029
1887,737,1925,1166
165,165,165,397
554,1353,1295,915
1860,818,670,815
1170,585,585,255
1528,1600,1768,364
1434,1434,1434,1164
1309,1612,1628,1679
746,704,1162,550
600,1298,1714,1163
540,460,279,1938
368,368,736,1324
305,305,305,351
608,1208,791,352
229,365,1357,1190
1055,1819,888,813
750,37,873,1750
1113,176,1646,1518
760,1360,53,670
1099,838,1292,1735
1194,1194,1974,468
1120,560,560,1374
657,590,1459,53
1433,1747,1694,1084
46,46,46,267
909,145,717,306
1089,1089,1089,1190
404,808,404,877
841,936,706,1328
249,249,498,1542
1812,1812,1812,285
721,655,1998,676
885,1770,885,1065
954,954,1908,215
1931,1601,1133,415
1732,677,1414,1039
1343,1709,1978,1846
1528,1329,397,543
1816,1237,589,1719
540,270,270,1768
35,518,762,1906
525,1263,628,1802
701,1402,701,995
1987,642,936,818
917,917,1834,1358
204,107,1389,824
562,562,562,1709
395,1250,1215,707
78,39,39,237
1199,1103,1521,323
34,482,737,1347
84,120,257,494
1582,1582,1582,1332
346,1801,612,1086
275,1924,723,1319
2000,1457,155,276
1205,898,781,1921
235,470,235,1365
915,1851,1565,1462
173,346,173,1057
1214,770,1399,1536
61,61,122,1653
1572,1582,1928,1412
272,1579,651,1231
1336,1146,1497,224
666,333,333,1756
104,445,1809,1099
829,1658,829,1147
1847,412,1172,1092
1168,1480,1280,302
848,848,1696,868
1199,1199,1199,61
309,618,309,282
26,13,13,1964
881,881,881,545
1356,678,678,625
1031,934,1795,550
968,1796,1653,1943
1771,1771,1771,1428
157,157,314,861
1891,1891,1891,1630
345,12,1839,1532
1755,170,231,1115
645,1577,1043,1565
207,703,1996,705
1257,505,1006,1306
275,550,275,188
1102,665,1700,468
130,130,260,1091
426,825,136,73
1931,920,1597,1294
890,882,1067,1296
107,1173,298,1119
181,362,181,270
780,479,215,1755
8,852,156,593
145,1018,1286,1265
558,926,1090,1984
1039,1039,1039,555
768,384,384,1295
879,1298,350,517
1489,1505,1755,224
430,1928,887,452
81,164,1932,272
1487,1826,1998,737
1287,1287,1287,1679
177,1113,71,854
1644,1656,599,1266
464,266,895,1023
992,1746,857,1471
829,829,1658,1391
1942,472,1997,403
101,202,101,259
902,264,1930,1351
610,610,1220,1407
1581,1579,717,213
764,812,1427,1462
1108,1085,1939,1887
1932,219,1476,1581
66,132,66,1594
160,160,160,1408
128,240,1385,1196
1310,193,866,1379
1241,428,1089,1278
1512,756,756,1247
684,684,1368,488
1214,607,607,995
1164,740,1894,1956
704,1147,261,870
1273,1893,1565,370
375,375,375,97
620,902,1755,1808
212,47,226,316
138,138,276,1960
1449,203,1722,61
236,759,425,1629
1557,1557,1557,1611
808,1616,808,1078
1093,1643,300,1369
267,534,267,1165
260,260,520,74
1191,1136,1378,1322
1410,406,1120,40
1042,697,1205,1694
1292,646,646,223
173,346,173,1005
1189,525,110,68
804,402,402,385
608,608,1216,1310
1230,1230,1230,722
1713,1713,1713,1704
668,927,199,1087
1878,1965,308,1273
296,592,296,480
1403,591,1086,653
566,566,1132,1553
1398,699,699,1315
1765,1373,996,1676
39,1420,532,141
485,535,1750,418
393,786,393,1719
179,1237,1807,1054
966,1936,1595,1950
883,1766,883,1122
1557,1623,900,702
765,472,1197,1606
1106,234,1738,1820
1071,1751,1277,481
1875,1055,478,201
1198,340,862,467
1974,987,987,579
824,1675,1593,1563
581,581,1162,1719
810,1472,829,796
261,261,261,1978
1674,1862,1073,1127
324,822,1052,1572
707,1414,707,1708
318,947,1748,1516
1898,900,372,1452
306,609,928,1504
846,697,589,1745
548,1096,548,1912
1585,1585,1585,676
1582,591,593,1696
816,408,408,33
877,877,877,1544
1272,1852,1633,1321
572,1147,401,492
369,1666,1462,1232
673,1967,95,1625
1090,950,1520,718
459,918,459,375
896,1786,939,1232
42,84,42,613
24,48,24,245
1142,1142,1142,1125
1068,1717,160,531
551,551,1102,10
489,489,978,1553
950,985,100,1883
1090,545,545,1823
662,1484,330,1527
150,1980,1746,1127
1689,1989,1791,1391
208,208,416,1740
160,980,1490,483
769,1785,675,1166
622,622,1244,1767
467,265,1083,991
1449,449,938,347
722,253,163,1867
1662,1662,1662,1162
715,1681,1314,868
1054,527,527,824
2,685,1868,1138
1595,1592,1143,1074
739,788,1329,1457
119,237,1272,1812
981,127,708,365
1098,1558,1861,620
692,1113,1617,773
1152,1152,1152,1487
276,138,138,937
905,1810,905,1786
194,194,194,1711
277,277,554,185
571,936,519,541
394,197,197,65
476,1097,1927,627
796,398,398,1900
1291,1681,839,1263
1383,1763,188,1615
1176,1288,1883,532
31,1424,923,641
1968,1972,1708,841
536,771,371,1400
1312,1970,1958,1467
1698,849,849,85
574,1148,574,1342
47,1955,1887,1674
452,226,226,1305
1562,781,781,362
1580,1441,109,1795
602,1167,1097,1327
824,1648,824,412
1502,1502,1502,876
862,1680,388,1418
374,1815,775,558
528,323,1692,736
718,359,359,1839
664,332,332,683
1573,556,110,1197
436,436,436,150
895,895,1790,1670
132,66,66,535
1190,1984,68,297
1871,1628,1929,1253
462,220,201,1628
1604,210,25,1894
1408,1408,1408,771
141,141,141,1640
728,364,364,1163
842,1730,918,645
944,1888,944,494
1973,765,1698,1851
1432,1568,1482,1939
536,536,1072,1219
1148,574,574,603
1258,1686,1262,1788
1250,821,1006,1952
394,1953,724,572
248,248,496,742
393,1331,1073,1750
431,575,502,1005
151,1941,986,1010
1568,752,20,273
63,776,789,594
1888,944,944,225
820,410,410,337
1885,1096,449,1665
1030,515,515,299
1588,1254,1519,1958
1381,594,444,1059
1188,954,1467,148
717,974,818,1293
527,1054,527,557
391,782,391,1137
315,630,315,1195
1899,297,1533,344
985,985,985,1471
1247,1899,726,1072
29,58,29,840
1783,1323,1280,376
395,395,790,1926
1968,1604,1430,1005
463,463,463,531
1352,676,676,1732
1875,1875,1875,1862
872,1482,1591,608
754,91,522,71
1024,512,512,1319
652,276,1376,1334
1572,1572,1572,366
590,1180,590,1867
60,120,60,1854
1714,1376,447,249
880,1760,880,1793
60,60,120,120
536,1478,646,1074
559,559,1118,127
840,46,1097,843
39,272,99,133
1029,1395,1559,1146
1348,1132,1362,1779
590,1180,590,758
1830,915,915,1527
1284,883,1547,1448
1865,1277,1253,928
1169,1146,294,895
182,91,91,1628
1315,614,1524,672
156,433,1626,1044
110,1246,1283,1342
263,1190,939,1715
1377,1564,1690,1497
243,754,1084,181
1416,1651,328,1177
220,220,440,580
330,330,330,1653
194,194,194,1341
738,600,1951,609
1935,450,430,1806
1542,771,771,1922
1258,1380,1639,590
25,36,1106,1212
1419,1501,143,567
1169,1587,1431,253
858,1822,659,972
351,351,351,1269
399,686,1543,760
444,1800,996,1822
1384,1772,1692,390
744,810,1448,233
200,100,100,1241
1775,564,1219,1535
504,1140,1714,1036
299,299,598,674
864,476,1469,1725
860,860,1720,703
116,792,1728,29
444,772,1266,40
170,340,170,1004
101,727,1927,1630
298,596,298,259
36,1975,163,654
1023,80,753,1887
1606,1626,26,1015
406,406,812,1504
1681,735,504,440
1358,679,679,883
517,517,517,784
99,99,198,452
1564,782,782,1821
1711,1497,1128,108
512,1024,512,761
438,256,868,1144
1074,1405,142,819
1050,1069,367,262
39,49,1558,1929
2000,340,651,847
1318,67,360,912
131,131,262,265
473,473,473,1075
1062,782,1849,928
197,197,394,1048
122,1401,1033,1388
680,680,1360,530
134,67,67,1714
1278,600,907,1113
316,610,1992,693
1613,317,1728,55
162,81,81,1231
1735,1735,1735,1126
1765,1738,1848,1842
534,1312,920,1705
525,1028,1281,1168
1885,1885,1885,558
1482,1381,749,473
1469,539,639,1397
1948,439,200,1322
853,853,1706,1741
660,660,660,1066
721,1388,259,1502
1292,1748,162,1563
1364,1364,1364,1890
1495,1777,1310,383
921,1020,325,900
1781,1073,1143,1187
1274,1769,1199,1397
1260,721,545,852
853,1125,1366,297
731,132,985,1707
366,366,732,440
544,544,1088,1461
1958,979,979,1455
1568,856,1648,1442
519,957,1930,1170
1121,1459,1445,79
920,460,460,793
1373,129,1278,1478
1203,1203,1203,100
554,554,1108,695
1392,1392,1392,820
1776,888,888,343
826,826,1652,1471
919,1681,442,1280
680,340,340,1412
135,821,1894,1360
1091,995,109,1095
671,671,1342,375
1504,426,1919,826
917,134,886,717
159,159,159,883
683,683,1366,1836
23,887,329,1634
1444,1429,1467,1490
69,243,1419,1595
1796,1242,933,1991
1111,12,1139,389
138,648,1073,1033
357,357,357,841
109,218,109,1607
1148,1148,1148,1910
1568,56,1389,28
498,990,401,276
696,1767,83,380
1681,275,182,878
251,143,1133,1743
1339,1339,1339,905
88,44,44,572
502,1004,502,266
148,781,798,352
386,1203,1655,1049
1291,1928,82,1013
518,1827,738,1542
1473,558,777,1229
618,1052,354,1767
1200,375,1355,453
828,828,1656,1433
1917,568,1300,1940
200,100,100,177
1642,275,505,1986
550,550,1100,1582
1763,1649,1073,1832
1979,614,899,1796
1028,1152,1263,5
886,443,443,1139
269,269,538,1972
1732,579,1644,1588
635,635,1270,601
1473,454,256,946
95,95,190,1580
1119,807,917,347
354,1403,1468,540
1260,630,630,86
437,874,437,710
1012,524,441,1279
1786,893,893,1818
1599,1662,1914,895
1588,647,1813,598
932,466,466,1772
138,276,138,1292
1919,1889,1199,1462
964,1928,964,31
780,1560,780,1007
865,84,914,164
58,433,1728,574
1548,1986,1488,1233
1853,784,1456,1441
228,974,1839,284
1565,1565,1565,227
1214,607,607,1782
1034,580,1142,1949
1802,901,901,1299
814,1706,1288,290
1308,37,1725,309
1846,128,452,352
142,142,142,1105
902,960,1078,999
722,722,1444,92
244,488,244,567
997,1494,1008,1872
1790,1204,11,715
1881,397,91,1254
314,628,314,1735
1340,1028,1015,1309
1315,1118,984,1022
124,124,248,1931
485,485,485,1662
1612,1612,1612,303
96,1090,922,352
1004,660,1966,1640
282,141,141,1272
937,937,1874,718
583,1447,399,489
1012,1012,1012,509
1138,407,187,1616
16,16,16,1609
336,672,336,1115
1930,1357,501,1037
272,516,984,1610
522,1596,1989,37
1485,1381,1932,820
1802,901,901,1917
241,241,482,421
868,434,434,1621
828,1965,1154,1352
188,237,979,370
602,602,1204,1655
799,1598,799,412
940,692,1941,1911
328,889,537,37
1025,1872,1206,1391
664,1439,132,734
1323,1439,694,1124
109,109,218,1006
1031,140,1194,812
769,1538,769,786
1861,208,1015,395
1900,1905,785,354
1813,1302,833,1253
153,306,153,124
58,1600,72,432
531,1062,531,1543
371,476,300,683
1508,50,1291,994
1534,430,1266,1377
775,1435,1069,1451
618,618,1236,1837
1040,22,731,761
657,1314,657,1614
486,1969,359,918
425,425,850,851
555,1748,690,1868
814,1375,300,163
1686,499,576,723
1702,1936,1082,1687
42,779,52,97
78,39,39,1759
468,1215,227,1124
1181,1062,1030,1197
1094,547,547,1567
367,734,367,108
1290,645,645,1727
477,954,477,1485
598,1196,598,1411
306,612,306,1237
690,1380,690,1432
1155,1313,767,1728
1195,1933,1923,276
785,1570,785,1685
492,783,1119,543
422,844,422,1317
1246,293,495,227
938,938,1876,1216
216,209,1498,423
1646,1623,357,1305
1955,1095,652,812
1253,1769,716,1278
539,426,682,74
1811,1283,968,1227
1206,322,678,1680
495,1027,1046,789
1120,590,904,538
1636,1543,883,1116
379,379,758,3
1136,177,752,138
534,1760,292,1837
692,346,346,1665
939,939,1878,1754
500,250,250,838
1769,1769,1769,1774
344,279,1909,1505
1238,619,619,498
272,544,272,588
186,93,93,1198
1256,1533,936,580
401,401,401,856
537,537,537,479
12,1087,288,1599
96,252,957,761
86,86,172,774
382,382,382,504
174,87,87,1422
833,1346,785,799
1273,1249,1845,1118
979,218,1868,215
1996,998,998,1876
1523,417,1403,882
27,27,54,1525
893,893,893,1145
452,452,452,687
172,1817,660,1441
439,878,439,1090
766,766,766,296
1490,1011,331,1724
966,966,966,831
783,1289,1114,1742
576,288,288,1646
969,969,969,932
794,1283,1027,198
1908,1878,698,86
830,1959,650,1910
1637,1922,781,1035
1076,1076,1077,802
1561,1245,1874,942
98,98,196,746
1689,1689,1689,1161
485,1593,30,964
553,237,828,150
488,244,244,1735
1901,714,1612,1759
839,403,1445,189
819,819,819,1554
597,1612,406,1861
1969,123,1232,1638
836,1928,57,695
1001,59,263,337
1925,1598,1546,1632
829,1610,730,510
1975,1975,1975,1637
142,1847,1833,562
1641,738,1418,1596
872,1744,872,680
337,64,839,434
374,748,374,209
883,239,1947,1174
1301,307,733,561
190,95,95,998
926,1852,926,1326
397,702,1201,370
1351,1419,947,1535
74,721,597,1928
743,247,1082,860
757,62,1854,199
648,324,324,1751
1743,1152,583,1095
1583,564,208,1145
365,730,365,758
869,387,1813,1141
135,609,1612,1207
187,1968,210,1346
637,1516,228,1623
664,1956,1744,463
898,13,1528,221
1908,954,954,43
392,288,1686,1220
167,334,167,72
240,1164,1654,1587
33,33,66,852
1312,1608,526,456
733,86,394,200
648,648,648,1547
398,92,1340,1152
1864,805,25,309
1924,1120,505,1156
339,1320,525,1160
482,964,482,484
59,716,405,370
575,1134,1606,1520
1593,1593,1593,1006
667,1702,1591,355
262,262,262,19
874,1748,874,971
1755,1956,1411,581
1899,75,767,1042
